T v u h s
880 1.3298 3816.9 4348.8 9.0980
900 1.3530 3855.7 4396.9 9.1394
920 1.3761 3894.9 4445.3 9.1803
940 1.3992 3934.3 4494.0 9.2208
960 1.4223 3974.1 4543.0 9.2608
980 1.4455 4014.0 4592.2 9.3004
1000 1.4686 4054.3 4641.7 9.3396
Water/Steam at p = 0.45 MPa (Tsat = 147.903)
0 0.00099998 -0.03 0.42 -0.00012
5 0.00099986 21.02 21.47 0.07625
10 0.00100013 42.01 42.46 0.15105
15 0.00100074 62.96 63.41 0.22440
20 0.00100164 83.89 84.34 0.29639
25 0.00100280 104.79 105.24 0.36711
30 0.00100421 125.69 126.14 0.43662
35 0.00100585 146.58 147.03 0.50498
40 0.00100769 167.48 167.93 0.57223
45 0.00100973 188.37 188.82 0.63843
50 0.00101195 209.26 209.72 0.70361
55 0.00101436 230.17 230.63 0.76781
60 0.00101693 251.08 251.54 0.83106
65 0.00101968 272.01 272.47 0.89341
70 0.00102258 292.95 293.41 0.95488
75 0.00102564 313.90 314.36 1.0155
80 0.00102886 334.87 335.33 1.0753
85 0.00103224 355.86 356.32 1.1343
90 0.00103577 376.86 377.33 1.1926
95 0.00103945 397.90 398.37 1.2501
100 0.00104328 418.96 419.43 1.3069
105 0.00104727 440.05 440.52 1.3631
110 0.00105142 461.17 461.64 1.4186
115 0.00105572 482.31 482.79 1.4734
120 0.00106018 503.51 503.99 1.5277
125 0.00106481 524.74 525.22 1.5814
130 0.00106960 546.03 546.51 1.6345
135 0.00107456 567.36 567.84 1.6871
140 0.00107970 588.73 589.22 1.7391
145 0.00108502 610.17 610.66 1.7907
147.903 0.00108819 622.65 623.14 1.8205
147.903 0.41390 2557.1 2743.4 6.8560
150 0.41642 2560.9 2748.3 6.8678
155 0.42237 2569.8 2759.9 6.8950
160 0.42825 2578.6 2771.3 6.9215
165 0.43406 2587.3 2782.6 6.9473
170 0.43983 2595.8 2793.7 6.9725
175 0.44555 2604.2 2804.7 6.9971
180 0.45123 2612.4 2815.5 7.0213
185 0.45687 2620.8 2826.4 7.0450
190 0.46248 2629.0 2837.1 7.0683
195 0.46806 2637.2 2847.8 7.0913
200 0.47362 2645.3 2858.4 7.1138
210 0.48466 2661.4 2879.5 7.1580
220 0.49561 2677.5 2900.5 7.2009
230 0.50650 2693.4 2921.3 7.2428
240 0.51733 2709.3 2942.1 7.2836
250 0.52811 2725.2 2962.8 7.3235
260 0.53884 2740.9 2983.4 7.3626
270 0.54953 2756.7 3004.0 7.4010
280 0.56018 2772.5 3024.6 7.4385
290 0.57081 2788.3 3045.2 7.4754
300 0.58140 2804.2 3065.8 7.5117
310 0.59198 2820.0 3086.4 7.5473
320 0.60253 2835.9 3107.0 7.5824
330 0.61306 2851.8 3127.7 7.6169
340 0.62357 2867.8 3148.4 7.6509
350 0.63407 2883.8 3169.1 7.6844
360 0.64455 2899.8 3189.8 7.7174
370 0.65501 2915.8 3210.6 7.7499
380 0.66547 2931.9 3231.4 7.7820
390 0.67591 2948.0 3252.2 7.8137
400 0.68634 2964.2 3273.1 7.8450
410 0.69677 2980.6 3294.1 7.8759
420 0.70718 2996.9 3315.1 7.9064
430 0.71759 3013.2 3336.1 7.9366
440 0.72799 3029.6 3357.2 7.9664
450 0.73838 3046.1 3378.4 7.9958
460 0.74876 3062.7 3399.6 8.0250
470 0.75914 3079.3 3420.9 8.0538
480 0.76951 3095.9 3442.2 8.0823
490 0.77988 3112.7 3463.6 8.1105
500 0.79024 3129.4 3485.0 8.1384
520 0.81095 3163.2 3528.1 8.1934
540 0.83164 3197.2 3571.4 8.2473
560 0.85232 3231.4 3614.9 8.3002
580 0.87298 3266.0 3658.8 8.3522
600 0.89364 3300.8 3702.9 8.4033
620 0.91428 3335.8 3747.2 8.4535
640 0.93491 3371.1 3791.8 8.5029
660 0.95554 3406.7 3836.7 8.5515
680 0.97615 3442.6 3881.9 8.5994
700 0.99676 3478.8 3927.3 8.6466
720 1.0174 3515.2 3973.0 8.6931
740 1.0380 3551.9 4019.0 8.7389
760 1.0586 3588.9 4065.3 8.7842
780 1.0791 3626.2 4111.8 8.8288
800 1.0997 3663.7 4158.6 8.8728
820 1.1203 3701.6 4205.7 8.9163
840 1.1409 3739.6 4253.0 8.9592
860 1.1614 3778.1 4300.7 9.0016
880 1.1820 3816.7 4348.6 9.0435
900 1.2026 3855.5 4396.7 9.0849
920 1.2231 3894.8 4445.2 9.1258
940 1.2437 3934.2 4493.9 9.1663
960 1.2643 3973.9 4542.8 9.2064
980 1.2848 4013.9 4592.1 9.2460
1000 1.3054 4054.1 4641.5 9.2851
Water/Steam at p = 0.50 MPa (Tsat = 151.831)
0 0.00099995 -0.03 0.47 -0.00012
5 0.00099984 21.02 21.52 0.07625
10 0.00100011 42.01 42.51 0.15104
15 0.00100071 62.96 63.46 0.22439
20 0.00100161 83.88 84.38 0.29638
25 0.00100278 104.79 105.29 0.36710
30 0.00100419 125.69 126.19 0.43660
35 0.00100582 146.58 147.08 0.50496
40 0.00100767 167.47 167.97 0.57221
45 0.00100971 188.36 188.86 0.63840
50 0.00101193 209.25 209.76 0.70358
55 0.00101434 230.16 230.67 0.76778
60 0.00101691 251.07 251.58 0.83104
65 0.00101965 272.00 272.51 0.89338
70 0.00102256 292.94 293.45 0.95485
75 0.00102562 313.89 314.40 1.0155
80 0.00102884 334.86 335.37 1.0753
85 0.00103221 355.84 356.36 1.1343
90 0.00103574 376.85 377.37 1.1926
95 0.00103942 397.89 398.41 1.2501
100 0.00104326 418.95 419.47 1.3069
105 0.00104725 440.03 440.55 1.3630
110 0.00105139 461.14 461.67 1.4185
115 0.00105569 482.30 482.83 1.4734
120 0.00106016 503.49 504.02 1.5276
125 0.00106478 524.73 525.26 1.5813
130 0.00106957 546.01 546.54 1.6344
135 0.00107453 567.33 567.87 1.6870
140 0.00107967 588.71 589.25 1.7391
145 0.00108499 610.15 610.69 1.7907
150 0.00109049 631.64 632.19 1.8418
151.831 0.00109255 639.54 640.09 1.8604
151.831 0.37481 2560.7 2748.1 6.8207
155 0.37827 2566.6 2755.7 6.8384
160 0.38366 2575.6 2767.4 6.8656
165 0.38899 2584.4 2778.9 6.8919
170 0.39426 2593.1 2790.2 6.9176
175 0.39948 2601.7 2801.4 6.9427
180 0.40466 2610.1 2812.4 6.9673
185 0.40980 2618.5 2823.4 6.9913
190 0.41491 2626.8 2834.3 7.0150
195 0.41998 2635.1 2845.1 7.0382
200 0.42503 2643.3 2855.8 7.0610
210 0.43506 2659.7 2877.2 7.1056
220 0.44500 2675.8 2898.3 7.1489
230 0.45487 2691.9 2919.3 7.1911
240 0.46467 2707.9 2940.2 7.2322
250 0.47443 2723.8 2961.0 7.2724
260 0.48414 2739.7 2981.8 7.3117
270 0.49380 2755.6 3002.5 7.3502
280 0.50344 2771.5 3023.2 7.3880
290 0.51304 2787.4 3043.9 7.4250
300 0.52261 2803.3 3064.6 7.4614
310 0.53216 2819.1 3085.2 7.4972
320 0.54169 2835.1 3105.9 7.5323
330 0.55119 2851.0 3126.6 7.5669
340 0.56068 2867.0 3147.3 7.6010
350 0.57015 2883.0 3168.1 7.6346
360 0.57961 2899.1 3188.9 7.6677
370 0.58905 2915.2 3209.7 7.7003
380 0.59848 2931.3 3230.5 7.7325
390 0.60790 2947.4 3251.4 7.7642
400 0.61730 2963.7 3272.3 7.7955
410 0.62670 2979.9 3293.3 7.8265
420 0.63609 2996.4 3314.4 7.8570
430 0.64547 3012.7 3335.4 7.8872
440 0.65484 3029.2 3356.6 7.9170
450 0.66421 3045.6 3377.7 7.9465
460 0.67357 3062.2 3399.0 7.9757
470 0.68292 3078.8 3420.3 8.0045
480 0.69227 3095.5 3441.6 8.0331
490 0.70161 3112.2 3463.0 8.0613
500 0.71094 3129.0 3484.5 8.0892
520 0.72960 3162.8 3527.6 8.1443
540 0.74824 3196.8 3570.9 8.1983
560 0.76687 3231.1 3614.5 8.2512
580 0.78548 3265.7 3658.4 8.3032
600 0.80409 3300.5 3702.5 8.3543
620 0.82268 3335.5 3746.8 8.4046
640 0.84126 3370.9 3791.5 8.4540
660 0.85983 3406.5 3836.4 8.5027
680 0.87840 3442.4 3881.6 8.5506
700 0.89696 3478.5 3927.0 8.5977
720 0.91551 3514.9 3972.7 8.6443
740 0.93405 3551.7 4018.7 8.6901
760 0.95259 3588.7 4065.0 8.7353
780 0.97113 3626.0 4111.6 8.7800
800 0.98966 3663.6 4158.4 8.8240
820 1.0082 3701.4 4205.5 8.8675
840 1.0267 3739.4 4252.8 8.9104
860 1.0452 3777.9 4300.5 8.9528
880 1.0637 3816.5 4348.4 8.9947
900 1.0823 3855.5 4396.6 9.0362
920 1.1008 3894.6 4445.0 9.0771
940 1.1193 3934.1 4493.7 9.1176
960 1.1378 3973.8 4542.7 9.1576
980 1.1563 4013.8 4591.9 9.1972
1000 1.1748 4054.0 4641.4 9.2364
Water/Steam at p = 0.55 MPa (Tsat = 155.456)
0 0.00099993 -0.03 0.52 -0.00012
5 0.00099981 21.02 21.57 0.07624
10 0.00100008 42.01 42.56 0.15104
15 0.00100069 62.96 63.51 0.22438
20 0.00100159 83.88 84.43 0.29637
25 0.00100276 104.79 105.34 0.36708
30 0.00100417 125.68 126.23 0.43659
35 0.00100580 146.57 147.12 0.50494
40 0.00100764 167.46 168.01 0.57219
45 0.00100968 188.35 188.91 0.63838
50 0.00101191 209.25 209.81 0.70356
55 0.00101431 230.15 230.71 0.76776
60 0.00101689 251.07 251.63 0.83101
65 0.00101963 271.99 272.55 0.89336
70 0.00102253 292.93 293.49 0.95482
75 0.00102560 313.88 314.44 1.0154
80 0.00102882 334.84 335.41 1.0752
85 0.00103219 355.83 356.40 1.1343
90 0.00103572 376.84 377.41 1.1925
95 0.00103940 397.87 398.44 1.2500
100 0.00104323 418.93 419.50 1.3069
105 0.00104722 440.01 440.59 1.3630
110 0.00105136 461.13 461.71 1.4185
115 0.00105567 482.29 482.87 1.4733
120 0.00106013 503.48 504.06 1.5276
125 0.00106475 524.70 525.29 1.5813
130 0.00106954 545.98 546.57 1.6344
135 0.00107450 567.31 567.90 1.6870
140 0.00107964 588.69 589.28 1.7390
145 0.00108495 610.12 610.72 1.7906
150 0.00109045 631.62 632.22 1.8417
155 0.00109615 653.19 653.79 1.8924
155.456 0.00109668 655.16 655.76 1.8970
155.456 0.34260 2563.9 2752.3 6.7886
160 0.34715 2572.4 2763.3 6.8140
165 0.35208 2581.5 2775.1 6.8410
170 0.35695 2590.3 2786.6 6.8673
175 0.36177 2599.0 2798.0 6.8928
180 0.36654 2607.7 2809.3 6.9178
185 0.37127 2616.2 2820.4 6.9422
190 0.37597 2624.6 2831.4 6.9662
195 0.38063 2633.1 2842.4 6.9897
200 0.38527 2641.3 2853.2 7.0128
210 0.39447 2657.8 2874.8 7.0579
220 0.40358 2674.1 2896.1 7.1016
230 0.41261 2690.4 2917.3 7.1441
240 0.42159 2706.4 2938.3 7.1855
250 0.43051 2722.5 2959.3 7.2259
260 0.43938 2738.5 2980.2 7.2655
270 0.44821 2754.5 3001.0 7.3041
280 0.45701 2770.4 3021.8 7.3421
290 0.46577 2786.3 3042.5 7.3793
300 0.47451 2802.3 3063.3 7.4158
310 0.48322 2818.2 3084.0 7.4517
320 0.49191 2834.2 3104.8 7.4869
330 0.50057 2850.2 3125.5 7.5216
340 0.50922 2866.2 3146.3 7.5558
350 0.51786 2882.3 3167.1 7.5894
360 0.52647 2898.3 3187.9 7.6226
370 0.53508 2914.5 3208.8 7.6553
380 0.54367 2930.7 3229.7 7.6875
390 0.55225 2946.9 3250.6 7.7193
400 0.56082 2963.1 3271.6 7.7507
410 0.56937 2979.4 3292.6 7.7817
420 0.57792 2995.7 3313.6 7.8123
430 0.58647 3012.1 3334.7 7.8425
440 0.59500 3028.6 3355.9 7.8724
450 0.60353 3045.2 3377.1 7.9019
460 0.61205 3061.8 3398.4 7.9311
470 0.62056 3078.4 3419.7 7.9600
480 0.62907 3095.0 3441.0 7.9885
490 0.63757 3111.8 3462.5 8.0168
500 0.64607 3128.6 3483.9 8.0447
520 0.66305 3162.4 3527.1 8.0998
540 0.68001 3196.4 3570.4 8.1538
560 0.69696 3230.8 3614.1 8.2068
580 0.71389 3265.3 3657.9 8.2589
600 0.73082 3300.1 3702.1 8.3100
620 0.74773 3335.2 3746.5 8.3603
640 0.76463 3370.6 3791.1 8.4097
660 0.78153 3406.3 3836.1 8.4584
680 0.79842 3442.2 3881.3 8.5063
700 0.81530 3478.3 3926.7 8.5535
720 0.83217 3514.8 3972.5 8.6000
740 0.84904 3551.5 4018.5 8.6459
760 0.86590 3588.6 4064.8 8.6912
780 0.88276 3625.8 4111.3 8.7358
800 0.89961 3663.4 4158.2 8.7798
820 0.91646 3701.2 4205.3 8.8233
840 0.93330 3739.3 4252.6 8.8663
860 0.95015 3777.7 4300.3 8.9087
880 0.96698 3816.4 4348.2 8.9506
900 0.98382 3855.3 4396.4 8.9920
920 1.0007 3894.4 4444.8 9.0330
940 1.0175 3933.9 4493.5 9.0735
960 1.0343 3973.6 4542.5 9.1135
980 1.0511 4013.7 4591.8 9.1531
1000 1.0680 4053.9 4641.3 9.1923
Water/Steam at p = 0.60 MPa (Tsat = 158.826)
0 0.00099990 -0.03 0.57 -0.00011
5 0.00099979 21.02 21.62 0.07624
10 0.00100006 42.01 42.61 0.15103
15 0.00100067 62.95 63.55 0.22437
20 0.00100157 83.88 84.48 0.29636
25 0.00100273 104.78 105.38 0.36707
30 0.00100415 125.68 126.28 0.43657
35 0.00100578 146.57 147.17 0.50492
40 0.00100762 167.46 168.06 0.57217
45 0.00100966 188.34 188.95 0.63836
50 0.00101189 209.24 209.85 0.70354
55 0.00101429 230.14 230.75 0.76773
60 0.00101687 251.06 251.67 0.83098
65 0.00101961 271.98 272.59 0.89333
70 0.00102251 292.92 293.53 0.95479
75 0.00102557 313.86 314.48 1.0154
80 0.00102879 334.83 335.45 1.0752
85 0.00103217 355.82 356.44 1.1342
90 0.00103569 376.83 377.45 1.1925
95 0.00103937 397.86 398.48 1.2500
100 0.00104321 418.91 419.54 1.3068
105 0.00104719 440.00 440.63 1.3630
110 0.00105134 461.12 461.75 1.4184
115 0.00105564 482.27 482.90 1.4733
120 0.00106010 503.45 504.09 1.5275
125 0.00106472 524.69 525.33 1.5812
130 0.00106951 545.97 546.61 1.6343
135 0.00107447 567.29 567.93 1.6869
140 0.00107961 588.67 589.32 1.7390
145 0.00108492 610.11 610.76 1.7905
150 0.00109042 631.61 632.26 1.8417
155 0.00109611 653.16 653.82 1.8923
158.826 0.00110060 669.72 670.38 1.9308
158.826 0.31558 2566.8 2756.1 6.7592
160 0.31668 2569.0 2759.0 6.7659
165 0.32129 2578.3 2771.1 6.7937
170 0.32583 2587.5 2783.0 6.8206
175 0.33032 2596.4 2794.6 6.8466
180 0.33475 2605.1 2806.0 6.8720
185 0.33915 2613.8 2817.3 6.8968
190 0.34350 2622.4 2828.5 6.9211
195 0.34783 2630.9 2839.6 6.9449
200 0.35212 2639.3 2850.6 6.9683
210 0.36063 2656.0 2872.4 7.0139
220 0.36905 2672.5 2893.9 7.0580
230 0.37740 2688.9 2915.3 7.1008
240 0.38568 2705.1 2936.5 7.1426
250 0.39390 2721.3 2957.6 7.1832
260 0.40208 2737.3 2978.5 7.2230
270 0.41021 2753.4 2999.5 7.2619
280 0.41831 2769.3 3020.3 7.3000
290 0.42638 2785.4 3041.2 7.3373
300 0.43442 2801.3 3062.0 7.3740
310 0.44243 2817.3 3082.8 7.4100
320 0.45042 2833.3 3103.6 7.4453
330 0.45839 2849.4 3124.4 7.4801
340 0.46634 2865.5 3145.3 7.5144
350 0.47427 2881.5 3166.1 7.5481
360 0.48219 2897.7 3187.0 7.5813
370 0.49010 2913.8 3207.9 7.6141
380 0.49799 2930.0 3228.8 7.6464
390 0.50587 2946.3 3249.8 7.6782
400 0.51374 2962.6 3270.8 7.7097
410 0.52160 2978.8 3291.8 7.7407
420 0.52945 2995.2 3312.9 7.7713
430 0.53729 3011.6 3334.0 7.8016
440 0.54513 3028.1 3355.2 7.8315
450 0.55296 3044.7 3376.5 7.8611
460 0.56078 3061.2 3397.7 7.8903
470 0.56859 3077.9 3419.1 7.9192
480 0.57640 3094.7 3440.5 7.9478
490 0.58420 3111.4 3461.9 7.9761
500 0.59200 3128.2 3483.4 8.0041
520 0.60758 3162.1 3526.6 8.0592
540 0.62315 3196.1 3570.0 8.1132
560 0.63870 3230.4 3613.6 8.1663
580 0.65424 3265.0 3657.5 8.2183
600 0.66976 3299.8 3701.7 8.2695
620 0.68528 3334.9 3746.1 8.3198
640 0.70078 3370.3 3790.8 8.3693
660 0.71628 3405.9 3835.7 8.4180
680 0.73176 3441.8 3880.9 8.4659
700 0.74725 3478.0 3926.4 8.5131
720 0.76272 3514.6 3972.2 8.5597
740 0.77819 3551.3 4018.2 8.6056
760 0.79365 3588.3 4064.5 8.6508
780 0.80911 3625.6 4111.1 8.6954
800 0.82457 3663.2 4157.9 8.7395
820 0.84002 3701.0 4205.0 8.7830
840 0.85547 3739.1 4252.4 8.8260
860 0.87091 3777.6 4300.1 8.8684
880 0.88635 3816.2 4348.0 8.9103
900 0.90178 3855.1 4396.2 8.9518
920 0.91722 3894.4 4444.7 8.9927
940 0.93265 3933.8 4493.4 9.0332
960 0.94808 3973.6 4542.4 9.0733
980 0.96351 4013.5 4591.6 9.1129
1000 0.97893 4053.7 4641.1 9.1521
Water/Steam at p = 0.65 MPa (Tsat = 161.980)
0 0.00099988 -0.03 0.62 -0.00011
5 0.00099976 21.02 21.67 0.07624
10 0.00100004 42.00 42.65 0.15103
15 0.00100064 62.95 63.60 0.22437
20 0.00100154 83.87 84.52 0.29635
25 0.00100271 104.78 105.43 0.36706
30 0.00100412 125.67 126.32 0.43656
35 0.00100576 146.56 147.21 0.50491
40 0.00100760 167.45 168.10 0.57215
45 0.00100964 188.33 188.99 0.63834
50 0.00101186 209.23 209.89 0.70351
55 0.00101427 230.14 230.80 0.76771
60 0.00101684 251.05 251.71 0.83096
65 0.00101958 271.97 272.63 0.89330
70 0.00102249 292.91 293.57 0.95476
75 0.00102555 313.85 314.52 1.0154
80 0.00102877 334.82 335.49 1.0752
85 0.00103214 355.81 356.48 1.1342
90 0.00103567 376.82 377.49 1.1924
95 0.00103935 397.84 398.52 1.2500
100 0.00104318 418.90 419.58 1.3068
105 0.00104717 439.99 440.67 1.3629
110 0.00105131 461.10 461.78 1.4184
115 0.00105561 482.25 482.94 1.4733
120 0.00106007 503.44 504.13 1.5275
125 0.00106469 524.67 525.36 1.5812
130 0.00106948 545.94 546.64 1.6343
135 0.00107444 567.27 567.97 1.6869
140 0.00107957 588.65 589.35 1.7389
145 0.00108489 610.08 610.79 1.7905
150 0.00109039 631.58 632.29 1.8416
155 0.00109608 653.14 653.85 1.8923
160 0.00110197 674.77 675.49 1.9425
161.980 0.00110436 683.36 684.08 1.9623
161.980 0.29259 2569.4 2759.6 6.7322
165 0.29521 2575.2 2767.1 6.7494
170 0.29948 2584.5 2779.2 6.7769
175 0.30369 2593.7 2791.1 6.8035
180 0.30784 2602.6 2802.7 6.8293
185 0.31195 2611.4 2814.2 6.8546
190 0.31602 2620.2 2825.6 6.8792
195 0.32006 2628.8 2836.8 6.9033
200 0.32406 2637.4 2848.0 6.9270
210 0.33199 2654.2 2870.0 6.9731
220 0.33983 2670.8 2891.7 7.0176
230 0.34759 2687.3 2913.2 7.0608
240 0.35528 2703.7 2934.6 7.1028
250 0.36292 2719.9 2955.8 7.1437
260 0.37051 2736.1 2976.9 7.1837
270 0.37806 2752.2 2997.9 7.2228
280 0.38557 2768.3 3018.9 7.2611
290 0.39305 2784.3 3039.8 7.2986
300 0.40049 2800.4 3060.7 7.3353
310 0.40792 2816.5 3081.6 7.3715
320 0.41532 2832.5 3102.5 7.4070
330 0.42270 2848.6 3123.4 7.4419
340 0.43006 2864.7 3144.2 7.4762
350 0.43740 2880.8 3165.1 7.5100
360 0.44473 2897.0 3186.1 7.5433
370 0.45204 2913.2 3207.0 7.5761
380 0.45934 2929.4 3228.0 7.6085
390 0.46663 2945.7 3249.0 7.6404
400 0.47391 2962.0 3270.0 7.6719
410 0.48118 2978.3 3291.1 7.7029
420 0.48844 2994.7 3312.2 7.7336
430 0.49569 3011.2 3333.4 7.7639
440 0.50293 3027.7 3354.6 7.7939
450 0.51017 3044.2 3375.8 7.8235
460 0.51740 3060.8 3397.1 7.8527
470 0.52462 3077.5 3418.5 7.8817
480 0.53184 3094.2 3439.9 7.9103
490 0.53905 3110.9 3461.3 7.9386
500 0.54625 3127.8 3482.9 7.9666
520 0.56065 3161.7 3526.1 8.0218
540 0.57503 3195.7 3569.5 8.0759
560 0.58940 3230.1 3613.2 8.1289
580 0.60376 3264.7 3657.1 8.1810
600 0.61810 3299.5 3701.3 8.2322
620 0.63243 3334.6 3745.7 8.2825
640 0.64675 3370.0 3790.4 8.3320
660 0.66106 3405.7 3835.4 8.3808
680 0.67537 3441.6 3880.6 8.4287
700 0.68967 3477.8 3926.1 8.4760
720 0.70396 3514.3 3971.9 8.5225
740 0.71824 3551.0 4017.9 8.5684
760 0.73252 3588.2 4064.3 8.6137
780 0.74680 3625.4 4110.8 8.6583
800 0.76107 3663.0 4157.7 8.7024
820 0.77534 3700.8 4204.8 8.7459
840 0.78960 3739.0 4252.2 8.7889
860 0.80386 3777.4 4299.9 8.8313
880 0.81812 3816.0 4347.8 8.8732
900 0.83237 3855.0 4396.0 8.9147
920 0.84662 3894.2 4444.5 8.9556
940 0.86087 3933.6 4493.2 8.9962
960 0.87512 3973.4 4542.2 9.0362
980 0.88936 4013.4 4591.5 9.0758
1000 0.90360 4053.7 4641.0 9.1150
Water/Steam at p = 0.70 MPa (Tsat = 164.946)
0 0.00099985 -0.03 0.67 -0.00011
5 0.00099974 21.02 21.72 0.07624
10 0.00100001 42.00 42.70 0.15102
15 0.00100062 62.95 63.65 0.22436
20 0.00100152 83.87 84.57 0.29634
25 0.00100269 104.77 105.47 0.36704
30 0.00100410 125.67 126.37 0.43654
35 0.00100574 146.56 147.26 0.50489
40 0.00100758 167.44 168.15 0.57213
45 0.00100962 188.33 189.04 0.63832
50 0.00101184 209.22 209.93 0.70349
55 0.00101425 230.13 230.84 0.76768
60 0.00101682 251.04 251.75 0.83093
65 0.00101956 271.97 272.68 0.89327
70 0.00102246 292.89 293.61 0.95473
75 0.00102553 313.84 314.56 1.0153
80 0.00102874 334.81 335.53 1.0751
85 0.00103212 355.80 356.52 1.1342
90 0.00103564 376.81 377.53 1.1924
95 0.00103932 397.83 398.56 1.2499
100 0.00104316 418.89 419.62 1.3067
105 0.00104714 439.97 440.70 1.3629
110 0.00105128 461.08 461.82 1.4184
115 0.00105558 482.23 482.97 1.4732
120 0.00106004 503.42 504.16 1.5275
125 0.00106467 524.65 525.40 1.5811
130 0.00106945 545.92 546.67 1.6342
135 0.00107441 567.25 568.00 1.6868
140 0.00107954 588.62 589.38 1.7389
145 0.00108485 610.06 610.82 1.7904
150 0.00109035 631.56 632.32 1.8416
155 0.00109604 653.11 653.88 1.8922
160 0.00110193 674.75 675.52 1.9425
164.946 0.00110796 696.22 697.00 1.9918
164.946 0.27277 2571.9 2762.8 6.7071
165 0.27282 2571.9 2762.9 6.7074
170 0.27687 2581.6 2775.4 6.7357
175 0.28084 2590.9 2787.5 6.7629
180 0.28476 2600.1 2799.4 6.7893
185 0.28863 2609.1 2811.1 6.8149
190 0.29245 2617.9 2822.6 6.8399
195 0.29624 2626.6 2834.0 6.8644
200 0.30000 2635.3 2845.3 6.8884
210 0.30744 2652.3 2867.5 6.9349
220 0.31478 2669.2 2889.5 6.9799
230 0.32204 2685.8 2911.2 7.0234
240 0.32923 2702.2 2932.7 7.0658
250 0.33637 2718.5 2954.0 7.1070
260 0.34345 2734.8 2975.2 7.1472
270 0.35050 2751.0 2996.4 7.1865
280 0.35750 2767.3 3017.5 7.2249
290 0.36447 2783.4 3038.5 7.2625
300 0.37142 2799.4 3059.4 7.2995
310 0.37833 2815.6 3080.4 7.3357
320 0.38523 2831.6 3101.3 7.3713
330 0.39210 2847.8 3122.3 7.4063
340 0.39895 2863.9 3143.2 7.4407
350 0.40579 2880.1 3164.2 7.4746
360 0.41261 2896.3 3185.1 7.5080
370 0.41942 2912.5 3206.1 7.5409
380 0.42621 2928.8 3227.1 7.5733
390 0.43299 2945.0 3248.1 7.6053
400 0.43977 2961.4 3269.2 7.6368
410 0.44653 2977.7 3290.3 7.6679
420 0.45328 2994.2 3311.5 7.6986
430 0.46003 3010.7 3332.7 7.7290
440 0.46676 3027.2 3353.9 7.7590
450 0.47349 3043.8 3375.2 7.7886
460 0.48021 3060.4 3396.5 7.8179
470 0.48693 3077.0 3417.9 7.8469
480 0.49364 3093.8 3439.3 7.8755
490 0.50034 3110.6 3460.8 7.9038
500 0.50704 3127.4 3482.3 7.9319
520 0.52043 3161.3 3525.6 7.9871
540 0.53379 3195.3 3569.0 8.0412
560 0.54715 3229.8 3612.8 8.0943
580 0.56049 3264.4 3656.7 8.1465
600 0.57381 3299.2 3700.9 8.1977
620 0.58713 3334.4 3745.4 8.2480
640 0.60044 3369.8 3790.1 8.2976
660 0.61374 3405.5 3835.1 8.3463
680 0.62703 3441.4 3880.3 8.3943
700 0.64031 3477.6 3925.8 8.4415
720 0.65359 3514.1 3971.6 8.4881
740 0.66686 3550.9 4017.7 8.5340
760 0.68013 3587.9 4064.0 8.5793
780 0.69339 3625.2 4110.6 8.6239
800 0.70664 3662.9 4157.5 8.6680
820 0.71990 3700.7 4204.6 8.7115
840 0.73315 3738.8 4252.0 8.7545
860 0.74639 3777.2 4299.7 8.7970
880 0.75963 3815.9 4347.6 8.8389
900 0.77287 3854.8 4395.8 8.8804
920 0.78611 3894.0 4444.3 8.9213
940 0.79934 3933.5 4493.0 8.9618
960 0.81257 3973.2 4542.0 9.0019
980 0.82580 4013.2 4591.3 9.0415
1000 0.83903 4053.5 4640.8 9.0807
Water/Steam at p = 0.75 MPa (Tsat = 167.749)
0 0.00099983 -0.03 0.72 -0.00010
5 0.00099971 21.02 21.77 0.07624
10 0.00099999 42.00 42.75 0.15102
15 0.00100060 62.95 63.70 0.22435
20 0.00100150 83.87 84.62 0.29633
25 0.00100267 104.77 105.52 0.36703
30 0.00100408 125.66 126.41 0.43653
35 0.00100571 146.55 147.30 0.50487
40 0.00100756 167.43 168.19 0.57211
45 0.00100959 188.32 189.08 0.63830
50 0.00101182 209.22 209.98 0.70347
55 0.00101422 230.12 230.88 0.76766
60 0.00101680 251.03 251.79 0.83090
65 0.00101954 271.96 272.72 0.89324
70 0.00102244 292.88 293.65 0.95470
75 0.00102550 313.83 314.60 1.0153
80 0.00102872 334.80 335.57 1.0751
85 0.00103209 355.79 356.56 1.1341
90 0.00103562 376.79 377.57 1.1924
95 0.00103930 397.82 398.60 1.2499
100 0.00104313 418.87 419.65 1.3067
105 0.00104712 439.95 440.74 1.3628
110 0.00105126 461.07 461.86 1.4183
115 0.00105556 482.22 483.01 1.4732
120 0.00106002 503.40 504.20 1.5274
125 0.00106464 524.63 525.43 1.5811
130 0.00106942 545.91 546.71 1.6342
135 0.00107438 567.22 568.03 1.6868
140 0.00107951 588.60 589.41 1.7388
145 0.00108482 610.04 610.85 1.7904
150 0.00109032 631.53 632.35 1.8415
155 0.00109601 653.09 653.91 1.8922
160 0.00110189 674.72 675.55 1.9424
165 0.00110799 696.43 697.26 1.9922
167.749 0.00111143 708.41 709.24 2.0195
167.749 0.25551 2574.0 2765.6 6.6836
170 0.25724 2578.5 2771.4 6.6966
175 0.26102 2588.0 2783.8 6.7245
180 0.26474 2597.3 2795.9 6.7514
185 0.26840 2606.5 2807.8 6.7775
